0.001000,0.001020
0.002000,0.002059
0.003000,0.003110
0.004000,0.004170
0.005000,0.005239
0.006000,0.006315
0.007000,0.007398
0.008000,0.008487
0.009000,0.009582
0.010000,0.010682
0.011000,0.011788
0.012000,0.012900
0.013000,0.014016
0.014000,0.015136
0.015000,0.016262
0.016000,0.017391
0.017000,0.018525
0.018000,0.019663
0.019000,0.020806
0.020000,0.021952
0.021000,0.023102
0.022000,0.024256
0.023000,0.025413
0.024000,0.026575
0.025000,0.027739
0.026000,0.028908
0.027000,0.030079
0.028000,0.031255
0.029000,0.032433
0.030000,0.033615
0.031000,0.034800
0.032000,0.035988
0.033000,0.037179
0.034000,0.038373
0.035000,0.039571
0.036000,0.040771
0.037000,0.041975
0.038000,0.043181
0.039000,0.044390
0.040000,0.045602
0.041000,0.046817
0.042000,0.048035
0.043000,0.049256
0.044000,0.050479
0.045000,0.051705
0.046000,0.052934
0.047000,0.054165
0.048000,0.055399
0.049000,0.056636
0.050000,0.057875
0.051000,0.059117
0.052000,0.060361
0.053000,0.061608
0.054000,0.062858
0.055000,0.064110
0.056000,0.065364
0.057000,0.066621
0.058000,0.067880
0.059000,0.069142
0.060000,0.070406
0.061000,0.071673
0.062000,0.072942
0.063000,0.074213
0.064000,0.075487
0.065000,0.076763
0.066000,0.078041
0.067000,0.079321
0.068000,0.080604
0.069000,0.081889
0.070000,0.083176
0.071000,0.084466
0.072000,0.085758
0.073000,0.087052
0.074000,0.088348
0.075000,0.089646
0.076000,0.090946
0.077000,0.092249
0.078000,0.093554
0.079000,0.094861
0.080000,0.096170
0.081000,0.097481
0.082000,0.098794
0.083000,0.100110
0.084000,0.101427
0.085000,0.102747
0.086000,0.104068
0.087000,0.105392
0.088000,0.106718
0.089000,0.108045
0.090000,0.109375
0.091000,0.110707
0.092000,0.112040
0.093000,0.113376
0.094000,0.114714
0.095000,0.116053
0.096000,0.117395
0.097000,0.118739
0.098000,0.120084
0.099000,0.121432
0.100000,0.122781
0.101000,0.124133
0.102000,0.125486
0.103000,0.126841
0.104000,0.128198
0.105000,0.129557
0.106000,0.130918
0.107000,0.132281
0.108000,0.133645
0.109000,0.135012
0.110000,0.136380
0.111000,0.137751
0.112000,0.139123
0.113000,0.140497
0.114000,0.141872
0.115000,0.143250
0.116000,0.144629
0.117000,0.146010
0.118000,0.147393
0.119000,0.148778
0.120000,0.150165
0.121000,0.151553
0.122000,0.152943
0.123000,0.154335
0.124000,0.155729
0.125000,0.157125
0.126000,0.158522
0.127000,0.159921
0.128000,0.161322
0.129000,0.162724
